date;amount;description;sub_category_id;account_id;financial_flow_id
03/08/2022;6.76;CA Cotisation Compte Service;117;1;2
04/08/2022;33.19;CA Multirisques Habitation;65;1;2
04/08/2022;10;Disclose;49;1;2
05/08/2022;50;Assu. Cnp Pret Habitat;66;1;2
05/08/2022;65;EDF;105;1;2
05/08/2022;450;Pr?t Habitat (221 647?);20;1;2
05/08/2022;10;MSF;49;1;2
05/08/2022;10;Aides;49;1;2
05/08/2022;10;Sea Shepherd;49;1;2
05/08/2022;250;Epargne AXA PERP;112;1;2
05/08/2022;100;Epargne AXA Assurance vie;110;1;2
06/08/2022;22.78;Bricomarch?;6;1;2
06/08/2022;73.63;Hyper U Vallet;41;1;2
06/08/2022;10.99;Hyper U Electronique;45;1;2
06/08/2022;3.99;Norauto - Disque bleu;79;1;2
08/08/2022;49.83;Tricount - Juillet;22;1;2
08/08/2022;10;Les restos du C?ur;49;1;2
08/08/2022;10;Surf Rider;49;1;2
08/08/2022;9.99;SOSH;107;1;2
08/08/2022;10;Secours Populaire;49;1;2
08/08/2022;36.3;Bricomarch?;6;1;2
09/08/2022;58.9;Kalou - Backgammon;47;1;2
10/08/2022;30.37;CA Assurance auto - Polo;71;1;2
10/08/2022;15.51;Hyper U - Vallet;41;1;2
10/08/2022;10.1;Bricomarch?;6;1;2
11/08/2022;11;Mouzillon <=> Angers;141;1;2
11/08/2022;72.5;Vap'Access;38;1;2
11/08/2022;28.21;Biocoop;9;1;2
12/08/2022;17.4;Olio et Buro;44;1;2
13/08/2022;112.77;Domaine La Ragoti?re;46;1;2
14/08/2022;1.25;McDo;44;1;2
14/08/2022;13.17;Coccimarket;9;1;2
16/08/2022;19.72;CA Garantie Accidents De La Vie;63;1;2
17/08/2022;65;Taxe fonci?re;61;1;2
17/08/2022;13;Taxe habitation;142;1;2
18/08/2022;43.8;Caisse de Perrin;46;1;2
19/08/2022;300;Abondement Fortuneo;114;1;2
20/08/2022;52.94;Biocoop;9;1;2
22/08/2022;11;Mouzillon <=> Angers;141;1;2
22/08/2022;2;CA Valeur Prevoyance;64;1;2
23/08/2022;10.99;Deezer;75;1;2
23/08/2022;11;Mouzillon <=> Angers;141;1;2
23/08/2022;40;RACC Palet - Licence;37;1;2
25/08/2022;24.9;Clef Bluetooth;74;1;2
25/08/2022;89.24;Leclerc Drive;9;1;2
26/08/2022;27.5;Emilio Pizza - Vallet;9;1;2
26/08/2022;6.05;Pi?ge ? souris;41;1;2
26/08/2022;5;Abondement Fortuneo;114;1;2
26/08/2022;12;L'industrie;26;1;2
27/08/2022;42.55;Volailles Barbecue;9;1;2
29/08/2022;11;Mouzillon <=> Angers;141;1;2
30/08/2022;11;Mouzillon <=> Angers;141;1;2
30/08/2022;15.98;G?ant Casino;9;1;2
30/08/2022;20.5;Challenge Oc?an - Licence voile temporaire;34;1;2
31/08/2022;33.29;Hyper U;81;1;2
31/08/2022;40.15;Bricomarch?;6;1;2
01/09/2022;5.99;Amazon Prime;75;1;2
01/09/2022;10.99;Deezer;75;1;2
01/09/2022;8.39;CA Protection Juridique;68;1;2
01/09/2022;45.69;CA Assurance auto - Peugeot 2008;71;1;2
01/09/2022;15.77;Biocoop;9;1;2
02/09/2022;79.99;The Last Of Us Part I - PS5;32;1;2
02/09/2022;105;R?paration ?cran Samsung A21S;107;1;2
02/09/2022;34.99;Orange - Internet;106;1;2
02/09/2022;26.99;Orange - OCS + Netflix;75;1;2
04/09/2022;12.2;Cascade - bi?res;26;1;2
04/09/2022;10.4;Cascade - Burgers;44;1;2
04/09/2022;36.61;March? L'Armor;9;1;2
05/09/2022;40;Assu. Cnp Pret Habitat;66;1;2
05/09/2022;64.9;EDF;105;1;2
05/09/2022;450;Pr?t Habitat (221 647?);20;1;2
05/09/2022;9;SAUR;104;1;2
05/09/2022;50;Epargne;111;1;2
03/09/2022;10;Disclose;49;1;2
05/09/2022;6.76;CA Cotisation Compte Service;117;1;2
05/09/2022;33.19;CA Multirisques Habitation;65;1;2
05/09/2022;10;MSF;49;1;2
05/09/2022;10;Aides;49;1;2
05/09/2022;10;Sea Shepherd;49;1;2
05/09/2022;250;Epargne AXA PERP;112;1;2
05/09/2022;100;Epargne AXA Assurance vie;110;1;2
05/09/2022;10;Secours Populaire;49;1;2
06/09/2022;28.95;Anniversaire - Marceau;47;1;2
06/09/2022;5.99;Lingettes nettoyantes;78;1;2
06/09/2022;4.1;Leroy Merlin;6;1;2
07/09/2022;10;Les restos du C?ur;49;1;2
07/09/2022;4.1;Parking Tour Bretagne;84;1;2
08/09/2022;11;Mouzillon <=> Angers;141;1;2
08/09/2022;10;Surf Rider;49;1;2
08/09/2022;70;Dons r?guliers pour pr?l?vements;49;1;2
09/09/2022;11;Mouzillon <=> Angers;141;1;2
09/09/2022;20.42;Hyper U;81;1;2
09/09/2022;9.99;SOSH;107;1;2
09/09/2022;21.13;Abondement Fortuneo;114;1;2
09/09/2022;30.37;CA Assurance auto - Polo;71;1;2
09/09/2022;12.62;Hyper U - Vallet;41;1;2
09/09/2022;33;Reve en t?te;39;1;2
09/09/2022;89.5;Le resto du jardon;44;1;2
10/09/2022;18;Annivseraire Ana?s - Plantes;47;1;2
10/09/2022;38.55;Annivseraire Jules - Bouquins;47;1;2
11/09/2022;2.2;Total - Caf?;9;1;2
11/09/2022;8.19;Total - Collation;9;1;2
11/09/2022;11.2;Formation brasserie - P?age 1;85;1;2
11/09/2022;24.5;Formation brasserie - Resto;44;1;2
11/09/2022;42.9;Formation brasserie - P?age 2;85;1;2
11/09/2022;16.71;Hyper U - Br?tignolles;81;1;2
12/09/2022;21.2;Formation brasserie - Resto;44;1;2
12/09/2022;4.5;Formation brasserie - Resto;44;1;2
12/09/2022;14.5;Formation brasserie - Tickets 10 voyages;87;1;2
13/09/2022;8;Formation brasserie - L'antre du Malt;26;1;2
13/09/2022;3.9;Formation brasserie - Caf?;26;1;2
13/09/2022;3.5;Formation brasserie - L'antre du Malt;26;1;2
13/09/2022;8.5;Formation brasserie - L'antre du Malt;26;1;2
14/09/2022;7.9;Chargeur accus;38;1;2
15/09/2022;19.72;CA Garantie Accidents De La Vie;63;1;2
20/09/2022;2;CA Valeur Prevoyance;64;1;2
19/09/2022;65;Taxe fonci?re;61;1;2
14/09/2022;13.7;Formation brasserie - Sushi;44;1;2
15/09/2022;12;les Berthom;26;1;2
15/09/2022;9.5;D?lirim;26;1;2
15/09/2022;8.7;D?lirim;26;1;2
15/09/2022;8.7;D?lirim;26;1;2
15/09/2022;15;La Rigaude;26;1;2
16/09/2022;452;H?tel du Carr? ;92;1;2
16/09/2022;52.1;Formation Brasserie - Rouen Mouzillon ;85;1;2
16/09/2022;26.79;intermarch?;81;1;2
19/09/2022;28;Lyon - Bateau;91;1;2
18/09/2022;4.3;Le Pallet => Nantes ;87;1;2
17/09/2022;19.8;Le Flesselles;44;1;2
19/09/2022;32.5;Hanoi ca pie;44;1;2
19/09/2022;33;2 tickets 3 jours;95;1;2
19/09/2022;2.9;Pain;88;1;2
19/09/2022;21.27;Casino;88;1;2
20/09/2022;52.8;2 caisses de muscadet;46;1;2
20/09/2022;25.5;repas midi;88;1;2
20/09/2022;9.8;ap?ro;91;1;2
20/09/2022;5.15;Saucisson brioch?;88;1;2
21/09/2022;16.5;vival;88;1;2
21/09/2022;14.5;Star Ferry;91;1;2
21/09/2022;79;La m?re L?a;88;1;2
22/09/2022;15;Milk Pug;91;1;2
22/09/2022;12.42;Casino;88;1;2
22/09/2022;25;Mus?e du cin?ma;91;1;2
22/09/2022;47.1;La m?re Jean;88;1;2
22/09/2022;1.9;tickets Lyon;95;1;2
23/09/2022;22.8;Le Veggie;88;1;2
23/09/2022;31.7;Bellecave;88;1;2
23/09/2022;11.5;Liquides;38;1;2
23/09/2022;3.8;tickets Lyon ;95;1;2
24/09/2022;15;Big Mountain ;91;1;2
25/09/2022;7.2;Courses ;88;1;2
27/09/2022;16.6;Billets Car;95;1;2
27/09/2022;57.4;Le Lilas Rose;88;1;2
27/09/2022;4.8;Caf? La Roche;88;1;2
28/09/2022;12;Grany Smith;88;1;2
28/09/2022;16;Cin?ma ;91;1;2
28/09/2022;61.5;La Cabane;88;1;2
28/09/2022;10.8;Caf?;88;1;2
29/09/2022;32.75;Week-end Viuz;91;1;2
29/09/2022;35;L'Homme - Annecy;39;1;2
30/09/2022;7.37;Courses ap?ro;88;1;2
30/09/2022;47.7;Burgers;88;1;2
30/09/2022;8.5;Salon de th?;88;1;2
02/10/2022;30;Carte Mezzo;87;1;2
02/10/2022;120;Abonnement PS PLUS Premium;32;1;2
02/10/2022;61.1;Abonnement mensuel TER;87;1;2
03/10/2022;57;Abonnement mensuel TAN;87;1;2
03/10/2022;8.39;CA Protection Juridique;68;1;2
03/10/2022;34.99;Orange - Internet;106;1;2
03/10/2022;26.99;Orange - OCS + Netflix;75;1;2
03/10/2022;70;Dons r?guliers;49;1;2
03/10/2022;216.55;Tricount - Septembre;22;1;2
03/10/2022;45.75;CA Assurance auto - Peugeot 2008;71;1;2
04/10/2022;6.76;CA Cotisation Compte Service;117;1;2
04/10/2022;33.19;CA Multirisques Habitation;65;1;2
04/10/2022;24.48;Hyper U Vallet - Peugeot 2008;81;1;2
04/10/2022;10;Parking Viarme;84;1;2
04/10/2022;4.3;Nantes - Le Pallet;95;1;2
05/10/2022;40;Assu. Cnp Pret Habitat;66;1;2
05/10/2022;64.9;EDF;105;1;2
05/10/2022;450;Pr?t Habitat (221 647?);20;1;2
05/10/2022;9;SAUR;104;1;2
05/10/2022;250;Epargne AXA PERP;112;1;2
05/10/2022;100;Epargne AXA Assurance vie;110;1;2
05/10/2022;50;Epargne;111;1;2
05/10/2022;10;Aides;49;1;2
05/10/2022;10;SOSH;107;1;2
05/10/2022;13.98;Mangas - Alice Retry;25;1;2
05/10/2022;138.79;PTZ (9 993?);21;1;2
07/10/2022;19.99;C?ble USBC-C;74;1;2
07/10/2022;13.1;Boulangerie Mainguy - Le Pallet;9;1;2
07/10/2022;6.05;La Caf? du Passage;44;1;2
08/10/2022;5.2;Boulangerie Mainguy - Le Pallet;9;1;2
09/10/2022;33;La carri?re;26;1;2
10/10/2022;30.37;CA Assurance auto - Polo;71;1;2
10/10/2022;10.06;SOSH;107;1;2
11/10/2022;13.7;McDo;9;1;2
12/10/2022;4.9;Sandwich;9;1;2
14/10/2022;17.2;John McByrne;26;1;2
14/10/2022;17.35;Mr Machin;26;1;2
14/10/2022;2.5;Croque Bedaine;44;1;2
16/10/2022;12.8;Boulangerie Mainguy - Le Pallet;9;1;2
16/10/2022;22.81;Hyper U Vallet - Peugeot 2008;81;1;2
17/10/2022;19.72;CA Garantie Accidents De La Vie;63;1;2
18/10/2022;678;Pass 4 jours Hellfest 2023;28;1;2
18/10/2022;5.1;Bonbons;9;1;2
20/10/2022;2;CA Valeur Prevoyance;64;1;2
20/10/2022;26.8;Caf? du Passage;44;1;2
21/10/2022;133.5;Vinomedia - Samper;46;1;2
21/10/2022;32;Vallet - Pizza;9;1;2
21/10/2022;169.5;Vinomedia - La femme Allong?e;46;1;2
21/10/2022;176;Vinomedia - Domaine Garayt;46;1;2
21/10/2022;1;Vinomedia - Verre;41;1;2
22/10/2022;7.98;Bricomarch?;6;1;2
22/10/2022;9.94;Bricomarch?;6;1;2
22/10/2022;108;Saint Emilion + Pomerol;46;1;2
22/10/2022;3.25;LM;6;1;2
24/10/2022;55;Corbi?res - Pierre Richard;46;1;2
26/10/2022;20;DAB;109;1;2
28/10/2022;49.5;Espace Emeraude;6;1;2
28/10/2022;89.03;Bricomarch? -  Vallet;6;1;2
29/10/2022;53.93;Bricomarch? -  Vallet;6;1;2
29/10/2022;229.9;Espace Emeraude - Echelle t?lescopique;6;1;2
31/10/2022;2.99;Bricomarch?;6;1;2
01/11/2022;61.1;Abonnement mensuel TER;87;1;2
01/11/2022;10;SOSH;107;1;2
01/11/2022;35;Orange - Internet;106;1;2
01/11/2022;27;Orange - OCS + Netflix;75;1;2
01/11/2022;8.39;CA Protection Juridique;68;1;2
01/11/2022;45.75;CA Assurance auto - Peugeot 2008;71;1;2
01/11/2022;70;Dons r?guliers;49;1;2
01/11/2022;30.7;LM - Fiches DCL;6;1;2
02/11/2022;57;Abonnement mensuel TAN;87;1;2
03/11/2022;6.76;CA Cotisation Compte Service;117;1;2
04/11/2022;36.43;CA Multirisques Habitation;65;1;2
04/11/2022;45.7;LM - Prises ?lectriques;6;1;2
05/11/2022;88.5;Vap'Access;38;1;2
06/11/2022;34.22;Peugeot 2008;81;1;2
06/11/2022;9;Boulangerie Le Pallet;9;1;2
07/11/2022;40;Assu. Cnp Pret Habitat;66;1;2
07/11/2022;64.9;EDF;105;1;2
07/11/2022;450;Pr?t Habitat (221 647?);20;1;2
07/11/2022;50;Epargne;111;1;2
07/11/2022;9;SAUR;104;1;2
07/11/2022;138.79;PTZ (9 993?);21;1;2
07/11/2022;89.99;GOW Ragnar?k;32;1;2
07/11/2022;250;Epargne AXA PERP;112;1;2
07/11/2022;100;Epargne AXA Assurance vie;110;1;2
08/11/2022;133.49;Tricount - Octobre;22;1;2
08/11/2022;17.24;Bricomarch? -  Accessoires chemin?e;41;1;2
10/11/2022;30;DAB La Poste;109;1;2
10/11/2022;30.37;CA Assurance auto - Polo;71;1;2
11/11/2022;47.4;Bricomarch? ;6;1;2
11/11/2022;55;Karting;34;1;2
11/11/2022;43.9;Black Angus - D?ner;44;1;2
11/11/2022;27;Karting;26;1;2
12/11/2022;19;Black Angus - Bowling;26;1;2
15/11/2022;19.72;CA Garantie Accidents De La Vie;63;1;2
17/11/2022;11.85;StarBucks;88;1;2
17/11/2022;389.52;Le Campanile;92;1;2
18/11/2022;39.9;La Terrasse Bercy;88;1;2
18/11/2022;4.63;Spasfon + doliprane;56;1;2
18/11/2022;24.8;UGC - Simone;27;1;2
18/11/2022;13.05;Five Guys;88;1;2
21/11/2022;132.98;LM - Meuble ? chaussures;58;1;2
22/11/2022;2;CA Valeur Prevoyance;64;1;2
23/11/2022;1.5;Clinique - Caf?;9;1;2
23/11/2022;157.9;WWF;43;1;2
24/11/2022;21.76;BD Mathieu C.;47;1;2
24/11/2022;37.37;Leclerc Paridis;56;1;2
25/11/2022;21.94;Paridis;56;1;2
25/11/2022;33.88;Chocolat Jeff de Bruges - Lucile;48;1;2
26/11/2022;269.96;Netatmo;73;1;2
26/11/2022;35.68;Hyper U - Vallet;81;1;2
27/11/2022;4.4;Clinique - Caf?;9;1;2
29/11/2022;457.6;SDB - Partie 2;133;1;2
29/11/2022;18.04;Leclerc Paridis;41;1;2
29/11/2022;54.8;Boulanger Paridis - Appareil connect?s;73;1;2
30/11/2022;60;Boulanger Paridis - Netatmo;73;1;2
01/12/2022;10;SOSH;107;1;2
01/12/2022;35;Orange - Internet;106;1;2
01/12/2022;27;Orange - OCS + Netflix;75;1;2
01/12/2022;8.74;CA Protection Juridique;68;1;2
01/12/2022;45.75;CA Assurance auto - Peugeot 2008;71;1;2
01/12/2022;70;Dons r?guliers;49;1;2
01/12/2022;23;Ty Boutic - Pizza Le Pallet;9;1;2
01/12/2022;27.26;Paridis;56;1;2
01/12/2022;734.5;Clinique Jules Verne;144;1;2
02/12/2022;14.65;Mouzillon;56;1;2
02/12/2022;25.95;Bricomarch? Vallet;6;1;2
05/12/2022;6.76;CA Cotisation Compte Service;117;1;2
05/12/2022;36.46;CA Multirisques Habitation;65;1;2
05/12/2022;40;Assu. Cnp Pret Habitat;66;1;2
05/12/2022;64.9;EDF;105;1;2
05/12/2022;450;Pr?t Habitat (221 647?);20;1;2
05/12/2022;50;Epargne;111;1;2
05/12/2022;9;SAUR;104;1;2
05/12/2022;250;Epargne AXA PERP;112;1;2
05/12/2022;100;Epargne AXA Assurance vie;110;1;2
05/12/2022;138.79;PTZ (9 993?);21;1;2
05/12/2022;11;Mouzillon;56;1;2
05/12/2022;24.76;Hyper U - Vallet - Elly;41;1;2
07/12/2022;30;Docteur Aur?lie Sabbah;54;1;2
08/12/2022;25.7;Ty Boutic - Pizza Le Pallet;9;1;2
08/12/2022;18;Mouzillon;56;1;2
10/12/2022;50;Matelas Elly;58;1;2
10/12/2022;59;La ferme de Chez nous;9;1;2
11/12/2022;19.4;Boulangerie Le Pallet;9;1;2
11/12/2022;800;ThermoReno - Pose radiateur salle de jeu;121;1;2
11/12/2022;36.5;La Gentle Fatory - Ceinture;43;1;2
12/12/2022;30.37;CA Assurance auto - Polo;71;1;2
12/12/2022;90.36;Elec + chauffage bois;41;1;2
12/12/2022;21.98;Bouteilles gaz;45;1;2
13/12/2022;500;Epargne - La Nef;111;1;2
13/12/2022;29.9;Acte de naissance;41;1;2
15/12/2022;19.72;CA Garantie Accidents De La Vie;63;1;2
16/12/2022;4;Burgers - Le Sangu?ze;44;1;2
17/12/2022;31.85;Bricomarch? - D?co No?l;41;1;2
18/12/2022;20.7;Boulangerie Le Pallet;9;1;2
19/12/2022;2;CA Valeur Prevoyance;64;1;2
20/12/2022;63.99;Location Ecojoko;73;1;2
21/12/2022;40.8;No?l papa-maman;52;1;2
21/12/2022;17.8;Bouquins papa-maman;52;1;2
24/12/2022;130;Lucile - Atelier Wecandoo;52;1;2
24/12/2022;27.8;Ar?mes Divin;10;1;2
24/12/2022;29.5;Ar?mes Divin;46;1;2
27/12/2022;28.03;Hyper U - Vallet;41;1;2
28/12/2022;113.94;CA - CB Gold;17;1;2
28/12/2022;300;Abondement Fortuneo;114;1;2
30/12/2022;63.31;Bricomarch?;6;1;2
31/12/2022;142.36;Leclerc L'Armor Plage;41;1;2
09/01/2022;100;Martinique - Sam;22;1;1
17/01/2022;247;Acompte 60%;116;1;1
17/01/2022;378.9;Abondement;114;1;1
21/01/2022;213.8;Ski 2022 - Location appartement;114;1;1
25/01/2022;478.99;Boulanger - Enceinte Triangle;114;1;1
25/01/2022;130.83;Ski 2022 - Location ski;114;1;1
26/01/2022;43.41;Tricount - D?cembre + Martinique;22;1;1
02/02/2022;2546.97;Conserto - Janvier;12;1;1
02/02/2022;69.1;Conserto - D?cembre NDF;22;1;1
07/02/2022;10;Lucile - Netflix;22;1;1
15/02/2022;50;Kalou - FCNA - PSG;22;1;1
16/02/2022;1059.86;Materiel.net - Accessoires t?l?travail;114;1;1
16/02/2022;76;Vince - FCNA - PSG;22;1;1
25/02/2022;285;Ski 2022 - Forfait Paridski;114;1;1
02/03/2022;2546.97;Conserto - F?vrier;12;1;1
02/03/2022;21.2;Conserto - Janvier NDF;22;1;1
02/03/2022;116.85;Abondement - Tondeuse + d?broussailleuse;22;1;1
28/03/2022;84.55;Fromages Natacha;114;1;1
28/03/2022;150;Abondement;114;1;1
30/03/2022;104;Table de jardin;22;1;1
01/04/2022;218.07;Abondement;114;1;1
04/04/2022;2536.47;Conserto - Mars;12;1;1
04/04/2022;77;Conserto - F?vrier NDF;22;1;1
08/04/2022;4000;Nico - Remboursement;114;1;1
14/04/2022;500;Remboursement fraude bancaire;114;1;1
15/04/2022;118.45;Delta paiement Leroy Merlin;22;1;1
26/04/2022;2.57;SFR;22;1;1
27/04/2022;50;Rachat MAC;22;1;1
28/04/2022;1000;Remboursement fraude bancaire;22;1;1
28/04/2022;700;Abondement - Tondeuse + d?broussailleuse;22;1;1
30/04/2022;4.1;Avoir Swile;22;1;1
02/05/2022;2644.43;Conserto - Avril;12;1;1
02/05/2022;108.6;Conserto - Mars NDF;22;1;1
12/05/2022;36.03;CPAM - IRM;22;1;1
13/05/2022;2.53;Avoir Swile;22;1;1
16/05/2022;10.69;Baloo - Remboursement IRM;22;1;1
16/05/2022;16.72;Baloo - Remboursement IRM;22;1;1
17/05/2022;10.99;Deezer;22;1;1
18/05/2022;0.98;CA;115;1;1
23/05/2022;500;Abondement;114;1;1
24/05/2022;719.92;Boulanger - Appareils connect?s;22;1;1
02/06/2022;2675.8;Conserto - Mai;12;1;1
02/06/2022;131.81;Conserto - Avril NDF;22;1;1
23/06/2022;114.58;Regularisation EDF 2022;22;1;1
27/06/2022;1000;Abondement;114;1;1
04/07/2022;100;Conserto - Subvention culturelle;22;1;1
04/07/2022;2956.6;Conserto - Juin;12;1;1
04/07/2022;85.2;Conserto - Mai NDF;22;1;1
08/07/2022;37.5;CPAM - consultation chirurgien;22;1;1
08/07/2022;80;Ch?que Solenn;22;1;1
08/07/2022;90;Ch?que pour Lucile;22;1;1
13/07/2022;21.5;Baloo - Remboursement IRM;22;1;1
21/07/2022;263;D?duction fiscale;116;1;1
20/07/2022;55;Lucile - Netflix;22;1;1
01/08/2022;1000;Abondement;114;1;1
02/08/2022;2631.93;Conserto - Juillet;12;1;1
02/08/2022;0;Conserto - Juin NDF;22;1;1
02/08/2022;679.84;Mat?riel.net - NAS + DD;22;1;1
22/08/2022;101;Regul virements mensuels Ann?e 1;22;1;1
02/09/2022;2639.42;Conserto - Ao?t;12;1;1
02/09/2022;113.7;Conserto - Juin Juillet NDF;22;1;1
02/09/2022;380;H?tel Rouen;114;1;1
05/09/2022;16.12;Lucile - Assurance Multirisque;22;1;1
06/09/2022;104;Imp?ts - Remb Taxe Habitation;116;1;1
06/09/2022;98.17;Leroy Merlin - Remb mat?riel SDB;22;1;1
07/09/2022;72.15;Lucile - Tricount Ao?t;22;1;1
29/09/2022;522.1;Abondement;114;1;1
03/10/2022;2124.06;Conserto - Septembre;12;1;1
03/10/2022;66;Conserto - Ao?t NDF;22;1;1
05/10/2022;16.12;Lucile - Assurance Multirisque;22;1;1
06/10/2022;116;Imp?ts - Remb Taxe Fonci?re;116;1;1
18/10/2022;600;2 Pass 4 jours HF 2023;114;1;1
22/10/2022;450;Abondement;114;1;1
30/10/2022;300;Abondement;22;1;1
02/11/2022;2664.15;Conserto - Octobre;12;1;1
02/11/2022;165.86;Conserto - Septembre NDF;22;1;1
07/11/2022;16.12;Lucile - Assurance Multirisque;22;1;1
21/11/2022;500;Epargne - La Nef;111;1;1
21/11/2022;157.9;WWF;114;1;1
21/11/2022;112;LM - Meuble ? chaussures;22;1;1
26/11/2022;269.96;Netatmo;22;1;1
29/11/2022;457.6;SDB - Partie 2;22;1;1
01/12/2022;300;Abondement;114;1;1
02/12/2022;2676.2;Conserto - Novembre;12;1;1
02/12/2022;0;Conserto - Octobre NDF;22;1;1
05/12/2022;16.12;Lucile - Assurance Multirisque;22;1;1
11/12/2022;800;ThermoReno - Pose radiateur salle de jeu;22;1;1
21/12/2022;648;Baloo - Remboursement clinique;22;1;1
28/12/2022;300;Abondement Fortuno;114;1;1
02/01/2023;61.1;TER - Mensuel;87;1;2
02/01/2023;13.85;SOSH;107;1;2
02/01/2023;35;Orange;106;1;2
02/01/2023;27;OCS + Netflix;75;1;2
02/01/2023;8.72;Cr?dit Agricole;68;1;2
02/01/2023;45.75;Cr?dit Agricole;71;1;2
02/01/2023;70;Dons r?guliers;49;1;2
02/01/2023;26.39;Peugeot 2008;81;1;2
03/01/2023;154.33;Cadeau famille;52;1;2
04/01/2023;6.88;Cr?dit Agricole;117;1;2
04/01/2023;36.46;Cr?dit Agricole;65;1;2
04/01/2023;57;TAN - Mensuel;87;1;2
04/01/2023;79.38;FNAC - Cadeau famille;52;1;2
05/01/2023;40;UTWIN;66;1;2
05/01/2023;64.9;EDF;105;1;2
05/01/2023;450;Cr?dit Agricole (221 647?);20;1;2
05/01/2023;50;Cr?dit Agricole;111;1;2
05/01/2023;9;SAUR;104;1;2
05/01/2023;138.79;Cr?dit Agricole - PTZ (9 993?);21;1;2
05/01/2023;250;AXA;112;1;2
05/01/2023;100;AXA;110;1;2
05/01/2023;80;Cadeau Cl?ment;52;1;2
05/01/2023;39.99;FNAC - Cadeau Marceau;52;1;2
06/01/2023;15;Orange - Fin de la promo;106;1;2
06/01/2023;181.08;Elec44 - Prises de courant;60;1;2
10/01/2023;30.37;Cr?dit Agricole;71;1;2
11/01/2023;25.1;Caf? du passage;44;1;2
11/01/2023;1044.9;CAMARA - Appareil photo Lumix;73;1;2
15/01/2023;150;Mr Moustache;43;1;2
15/01/2023;23.58;Elec44 - Prises de courant;60;1;2
16/01/2023;19.72;Cr?dit Agricole;63;1;2
17/01/2023;46;Taxe fonci?re;61;1;2
17/01/2023;31.84;Tricount - Novembre + D?cembre ;22;1;2
18/01/2023;45.01;LA NEF;111;1;2
20/01/2023;2;Cr?dit Agricole;64;1;2
20/01/2023;45;Jean Levi's;43;1;2
20/01/2023;84.5;Stroy BD - Anniv papa;47;1;2
21/01/2023;34.08;Bricomarch? - bois de chauffage;60;1;2
21/01/2023;30.6;Bricomarch? - nourriture oiseaux;118;1;2
22/01/2023;14.4;Boulangerie Le Pallet;9;1;2
23/01/2023;9.7;Relay Gare;9;1;2
01/02/2023;65.1;TER - Mensuel;87;1;2
01/02/2023;57;TAN - Mensuel;87;1;2
01/02/2023;10;SOSH;107;1;2
01/02/2023;50;Orange;106;1;2
01/02/2023;27;OCS + Netflix;75;1;2
01/02/2023;70;Dons r?guliers;49;1;2
01/02/2023;8.72;Cr?dit Agricole;68;1;2
01/02/2023;45.75;Cr?dit Agricole;71;1;2
01/02/2023;200;Lucile - Domaine 1825;47;1;2
01/02/2023;21.76;R?gul assurance PTZ;67;1;2
01/02/2023;65.4;Le Slip Fran?ais;43;1;2
02/02/2023;500;Cr?dit Agricole;111;1;2
02/02/2023;1.6;Caf? du passage;44;1;2
03/02/2023;11.8;Liquides - Clisson;38;1;2
03/02/2023;41.8;Olio & Buro;44;1;2
03/02/2023;52.95;Librairie Les invisibles;25;1;2
03/02/2023;6.88;Cr?dit Agricole;117;1;2
06/02/2023;36.46;Cr?dit Agricole;65;1;2
06/02/2023;40;UTWIN;66;1;2
06/02/2023;64.9;EDF;105;1;2
06/02/2023;450;Cr?dit Agricole (221 647?);20;1;2
06/02/2023;50;Cr?dit Agricole;111;1;2
06/02/2023;9;SAUR;104;1;2
06/02/2023;250;AXA;112;1;2
06/02/2023;100;AXA;110;1;2
06/02/2023;138.79;Cr?dit Agricole - PTZ (9 993?);21;1;2
06/02/2023;5.44;Assurance PTZ (9 993?);67;1;2
06/02/2023;200;Abondement;40;1;2
09/02/2023;125;Faguo - Sweat + ceinture;43;1;2
09/02/2023;99;Saint James - Pull;43;1;2
09/02/2023;2.7;Ty Boutic Pizzas;9;1;2
10/02/2023;30.37;Cr?dit Agricole;71;1;2
10/02/2023;26.5;Big Fernand;44;1;2
11/02/2023;363.11;Top Auto Mouzillon - Entretien Polo;78;1;2
13/02/2023;29.6;Liquides - Nantes;38;1;2
14/02/2023;7.99;Ecojoko - Abonnement mensuel;24;1;2
15/02/2023;19.72;Cr?dit Agricole;63;1;2
16/02/2023;48;Taxe fonci?re;61;1;2
16/02/2023;8.2;Caf? du passage;44;1;2
17/02/2023;44.16;Polo;81;1;2
17/02/2023;80;Caisse d'?pargne;109;1;2
19/02/2023;12.15;La Base - Lorient;26;1;2
21/02/2023;2;Cr?dit Agricole;64;1;2
22/02/2023;193;Acompte Devis fen?tre Damien Graton;133;1;2
24/02/2023;276.86;Polo - Pneus;78;1;2
25/02/2023;3.5;D?m?nagement Ancenis;85;1;2
25/02/2023;22.5;Caf? de la Gare Ancenis;26;1;2
01/03/2023;57;TAN - Mensuel;87;1;2
01/03/2023;10;SOSH;107;1;2
01/03/2023;50;Orange;106;1;2
01/03/2023;27;OCS + Netflix;75;1;2
01/03/2023;70;Dons r?guliers;49;1;2
01/03/2023;166.1;Acompte J?r?me Fior Electricit?;105;1;2
01/03/2023;65.1;TER - Mensuel;87;1;2
01/03/2023;8.72;Cr?dit Agricole;68;1;2
01/03/2023;45.75;Cr?dit Agricole;71;1;2
02/03/2023;200;Abondement;40;1;2
03/03/2023;9.1;Caf? du passage;44;1;2
05/03/2023;75;WE Ski La Mongie - Location La Mongie;100;1;2
